GENRES
antiviral pop
alternative pop rock
neon pop punk
pop emo
texas pop punk
g funk
gangster rap
hip hop
rap
west coast rap
burmese pop
musical advocacy
europop
swedish pop
social media pop
german soundtrack
orchestral soundtrack
soundtrack
classic rock
folk
folk rock
heartland rock
mellow gold
rock
singer-songwriter
soft rock
classical
classical era
early romantic era
german romanticism
pop
singer-songwriter pop
uk pop
alternative rock
athens indie
permanent wave
austrian orchestra
classical performance
orchestra
atl hip hop
dirty south rap
futuristic swag
southern hip hop
trap
quebec indie
canadian classical
canadian soundtrack
middle earth
scorecore
british orchestra
chicago soul
northern soul
canadian contemporary r&b
canadian pop
indie soul
uk alternative hip hop
rock-and-roll
soul
french soundtrack
canadian hip hop
pop rap
slap house
east coast hip hop
birmingham grime
grime
instrumental grime
uk hip hop
memphis hip hop
tennessee hip hop
melodic rap
philly rap
rage rap
atl trap
trap queen
viral rap
mississippi hip hop
emo rap
miami hip hop
conscious hip hop
chicago rap
brooklyn drill
nyc rap
plugg
pluggnb
aesthetic rap
cloud rap
florida rap
underground hip hop
pittsburgh rap
la pop
modern alternative pop
north carolina hip hop
crunk
chicago drill
drill
r&b
urban contemporary
portland hip hop
alternative r&b
canadian modern jazz
neo-psychedelic
latinx alternative
souldies
chill pop
baltimore indie
dream pop
dreamo
indie rock
indietronica
modern dream pop
pov: indie
ambient folk
art pop
freak folk
chill dream pop
modern indie pop
austindie
countrygaze
small room
melodic house
montreal indie
canadian indie
indie folk
experimental pop
indie garage rock
lo-fi indie
leeds indie
bedroom pop
uk contemporary r&b
chillwave
downtempo
electronica
intelligent dance music
abstract beats
alternative hip hop
indie jazz
neo r&b
wonky
korean city pop
el paso indie
trap soul
american shoegaze
ambient lo-fi
swedish jazz
bay area indie
stomp and holler
indonesian indie
japanese alternative pop
bedroom r&b
gen z singer-songwriter
bedroom soul
taiwan indie
chamber pop
newcastle nsw indie
alt z
nz pop
vapor soul
english indie rock
indie pop
proto-hyperpop
experimental hip hop
south african alternative
dutch pop
yacht rock
black americana
bubblegrunge
greek indie
popping
purple sound
slc indie
comedie musicale
viral trap
virginia hip hop
brooklyn indie
indie surf
popgaze
shoegaze
kansas indie
stutter house
la indie
modern rock
filter house
deep acoustic pop
filmi
edmonton indie
tropical house
chill house
ambient pop
retro soul
indie hip hop
chill r&b
experimental folk
alaska indie
indie r&b
uk alternative pop
glitch pop
electra
escape room
spectra
malaysian pop
metropopolis
norwegian pop
norwegian singer-songwriter
detroit hip hop
texas latin rap
new orleans rap
manchester hip hop
melodic drill
swamp rock
florida drill
trap latino
modern bollywood
punjabi pop
cali rap
kentucky hip hop
afroswing
rap montrealais
detroit trap
houston rap
chicago bop
ohio hip hop
hip pop
queens hip hop
bronx drill
deep underground hip hop
chill abstract hip hop
r&drill
sudanese hip hop
sudanese pop
new york drill
chill drill
boston hip hop
canadian trap
toronto rap
afrobeats
azontobeats
dancehall
